,movie_id,movie_title,domestic_total_gross,foreign_total_gross,opening_weekend,opening_weekend_limited,opening_weekend_wide,release_date,close_date,in_release_days,runtime_mins,rating,genre,distributor,director,producer,production_budget,widest_release_theaters,actors,writers,cinematographers,composers,actorlist,winner,nomination
138,frankenstein2014,Victor Frankenstein,5775076.0,28452222,2469341.0,,,2015-11-25,2016-12-17,39.0,109.0,PG-13,Drama,Fox,Paul McGuigan,John Davis,,"2,797","Daniel Radcliffe,James McAvoy,Jessica Brown Findlay,Andrew Scott,Freddie Fox",Max Landis,,,"['Daniel Radcliffe', 'James McAvoy', 'Jessica Brown Findlay', 'Andrew Scott', 'Freddie Fox']",0.0,0.0
139,amostviolentyear,A Most Violent Year,5749134.0,6257936,,172788.0,1512224.0,2014-12-31,2016-04-17,117.0,125.0,R,Drama / Thriller,A24,J.C. Chandor,,$20 million,818,"Oscar Isaac,Jessica Chastain,David Oyelowo,Albert Brooks",J.C. Chandor,,,"['Oscar Isaac', 'Jessica Chastain', 'David Oyelowo', 'Albert Brooks']",0.0,3.0
140,dannycollins,Danny Collins,5637066.0,5198686,,72459.0,1479158.0,2015-03-20,2016-06-17,77.0,106.0,R,Comedy / Drama,Bleecker Street,Dan Fogelman,,$10 million,739,"Al Pacino,Jennifer Garner,Christopher Plummer,Annette Bening,Bobby Cannavale,Josh Peck",Dan Fogelman,,,"['Al Pacino', 'Jennifer Garner', 'Christopher Plummer', 'Annette Bening', 'Bobby Cannavale', 'Josh Peck']",2.0,12.0
141,90minutesinheaven,90 Minutes in Heaven,4842699.0,,2035273.0,,,2015-09-11,2016-11-17,52.0,121.0,PG-13,Drama,Samuel Goldwyn,Michael Polish,,$5 million,899,"Kate Bosworth,Hayden Christensen",Michael Polish,,,"['Kate Bosworth', 'Hayden Christensen']",0.0,0.0
142,truestory,True Story,4719695.0,n/a,1950214.0,,,2015-04-17,2016-06-17,49.0,99.0,R,Drama,Fox Searchlight,,"Dede Gardner,Jeremy Kleiner,Brad Pitt",,856,"Jonah Hill,James Franco,Felicity Jones",,,,"['Jonah Hill', 'James Franco', 'Felicity Jones']",0.0,4.0
143,irrationalman,Irrational Man,4030360.0,23360724,,175312.0,836034.0,2015-07-17,2016-11-17,112.0,96.0,R,Comedy,Sony Classics,Woody Allen,,,925,"Emma Stone,Joaquin Phoenix",Woody Allen,,,"['Emma Stone', 'Joaquin Phoenix']",0.0,4.0
144,scoutsvszombies,Scouts Guide to the Zombie Apocalypse,3703046.0,11157720,1841007.0,,,2015-10-30,2016-11-17,21.0,93.0,R,Horror Comedy,Paramount,Christopher B. Landon,,$15 million,"1,509","Tye Sheridan,Patrick Schwarzenegger",,,,"['Tye Sheridan', 'Patrick Schwarzenegger']",0.0,0.0
145,weareyourfriends,We Are Your Friends,3591417.0,7530673,1767308.0,,,2015-08-28,2016-09-17,28.0,96.0,R,Drama,Warner Bros.,,"Tim Bevan,Eric Fellner",,"2,333","Zac Efron,Emily Ratajkowski,Wes Bentley,Jon Bernthal",,,,"['Zac Efron', 'Emily Ratajkowski', 'Wes Bentley', 'Jon Bernthal']",0.0,0.0
146,rockthekasbah,Rock The Kasbah,3020664.0,n/a,1470592.0,,,2015-10-23,2016-11-17,35.0,106.0,R,Comedy / Drama,Open Road Films,Barry Levinson,,,"2,012","Bill Murray,Bruce Willis,Kate Hudson,Zooey Deschanel,Danny McBride,Scott Caan",,,,"['Bill Murray', 'Bruce Willis', 'Kate Hudson', 'Zooey Deschanel', 'Danny McBride', 'Scott Caan']",0.0,2.0
147,captive2015,Captive (2015),2583301.0,218207,1393243.0,,,2015-09-18,2016-10-17,21.0,97.0,PG-13,Thriller,Paramount,,,,807,"Kate Mara,David Oyelowo",,,,"['Kate Mara', 'David Oyelowo']",0.0,0.0
148,truth,Truth,2541854.0,n/a,,66232.0,875935.0,2015-10-16,2016-02-17,119.0,121.0,R,Drama,Sony Classics,James Vanderbilt,,,"1,122","Cate Blanchett,Topher Grace,Elisabeth Moss,Dennis Quaid,Robert Redford",,,Brian Tyler,"['Cate Blanchett', 'Topher Grace', 'Elisabeth Moss', 'Dennis Quaid', 'Robert Redford']",2.0,6.0
149,pawnsacrifice,Pawn Sacrifice,2436633.0,3141886,,202053.0,1005071.0,2015-09-16,2016-12-17,93.0,114.0,PG-13,Drama,Bleecker Street,Edward Zwick,,,781,"Tobey Maguire,Liev Schreiber,Peter Sarsgaard,Michael Stuhlbarg",Steven Knight,,,"['Tobey Maguire', 'Liev Schreiber', 'Peter Sarsgaard', 'Michael Stuhlbarg']",0.0,0.0
150,myallamerican,My All American,2246000.0,,1365000.0,,,2015-11-13,2016-11-17,17.0,118.0,PG,Drama,Clarius Entertainment,Angelo Pizzo,Paul Schiff,,"1,565","Sarah Bolger,Michael Riley Burke,Aaron Eckhart,Juston Street,Rett Terrell,Robin Tunney,Finn Witrock",Angelo Pizzo,,John Paesano,"['Sarah Bolger', 'Michael Riley Burke', 'Aaron Eckhart', 'Juston Street', 'Rett Terrell', 'Robin Tunney', 'Finn Witrock']",0.0,0.0
151,jemandtheholograms,Jem and the Holograms,2184640.0,149044,1375320.0,,,2015-10-23,2016-11-17,14.0,118.0,PG,Musical,Universal,Jon Chu,"Jason Blum,Scooter Braun,Jon Chu",$5 million,"2,417",,,,,['nan'],0.0,0.0
152,backtothefutureday,Back to the Future Day,1650000.0,3200000,,,,2015-10-21,2016-10-17,1.0,,PG,Action Comedy,Universal Home Entertainment,,,,"1,815",,,,,['nan'],0.0,0.0
153,theletters,The Letters,1647416.0,,700683.0,,,2015-12-04,2016-01-17,56.0,119.0,PG,Drama,Freestyle Releasing,William Riead,,,886,"Priya Darshini,Rutger Hauer,Juliet Stevenson,Max von Sydow",William Riead,,,"['Priya Darshini', 'Rutger Hauer', 'Juliet Stevenson', 'Max von Sydow']",0.0,2.0
154,diaryofateenagegirl,The Diary of a Teenage Girl,1477002.0,n/a,,52334.0,393153.0,2015-08-07,2016-10-17,80.0,102.0,R,Drama,Sony Classics,,,,795,"Bel Powley,Alexander Skarsgård,Kristen Wiig,Christopher Meloni",,,,"['Bel Powley', 'Alexander Skarsg\xc3\xa5rd', 'Kristen Wiig', 'Christopher Meloni']",0.0,0.0
155,99homes,99 Homes,1411927.0,n/a,,32253.0,647825.0,2015-09-25,2016-11-17,63.0,112.0,R,Thriller,Broad Green Pictures,,,$8 million,691,"Bruce Greenwood,Andrew Garfield,Michael Shannon,Laura Dern",,,,"['Bruce Greenwood', 'Andrew Garfield', 'Michael Shannon', 'Laura Dern']",0.0,3.0
156,patternsofevidence,Patterns of Evidence: The Exodus,,,,,,2015-01-19,2016-01-17,13.0,115.0,Unrated,Documentary,Thinking Man Films,,,,652,,,,,['nan'],0.0,0.0
157,dtrain,The D Train,673151.0,101629,447661.0,,,2015-05-08,2016-05-17,,101.0,R,Comedy,IFC,,,,"1,009","Jack Black,Kathryn Hahn,James Marsden,Jeffrey Tambor",,,,"['Jack Black', 'Kathryn Hahn', 'James Marsden', 'Jeffrey Tambor']",0.0,0.0
